SAXJ1819.3-2525,-25.4266666667,274.8395
4U1323-619,-62.1360833333,201.651291667
4U1755-338,-33.8075,269.666666667
Terzan2,-30.8019444444,261.88875
XTEJ1807-294,-29.4083333333,271.749166667
GX9+1,-20.5288888889,270.384583333
GX9+9,-16.9616666667,262.934166667
4U1916-053,-5.23808333333,289.699458333
1A1246-588,-59.1216666667,192.4
Terzan1,-30.4813333333,263.946958333
1A1742-294,-29.5148055556,266.521666667
HESSJ0632+057,5.8,98.25

